IBR-Agüimes;;;;;;;;;;;
FECHA;HORA;SO2;NO;NO2;PM10;;;;;;
25/01/2008;20;11;19;27;8;;;;;;
25/01/2008;21;11;32;31;20;;;;;;
25/01/2008;22;11;30;34;18;;;;;;
25/01/2008;23;9;20;22;16;;;;;;
25/01/2008;24;8;17;12;21;;;;;;
26/01/2008;1;13;15;10;24;;;;;;
26/01/2008;2;11;15;7;33;;;;;;
26/01/2008;3;10;13;10;29;;;;;;
26/01/2008;4;9;12;8;42;;;;;;
26/01/2008;5;9;12;4;31;;;;;;
26/01/2008;6;10;12;7;43;;;;;;
26/01/2008;7;9;12;11;43;;;;;;
26/01/2008;8;9;13;17;49;;;;;;
26/01/2008;9;8;14;21;54;;;;;;
26/01/2008;10;9;11;14;48;;;;;;
26/01/2008;11;10;11;12;43;;;;;;
26/01/2008;12;11;8;8;37;;;;;;
26/01/2008;13;9;13;10;38;;;;;;
26/01/2008;14;9;12;8;32;;;;;;
26/01/2008;15;9;13;10;31;;;;;;
26/01/2008;16;8;13;5;29;;;;;;
26/01/2008;17;9;12;5;43;;;;;;
26/01/2008;18;8;15;8;29;;;;;;
26/01/2008;19;9;20;15;50;;;;;;
26/01/2008;20;11;20;17;54;;;;;;
26/01/2008;21;10;20;21;58;;;;;;
26/01/2008;22;11;20;18;77;;;;;;
26/01/2008;23;9;20;19;78;;;;;;
26/01/2008;24;9;20;18;60;;;;;;
27/01/2008;1;12;18;15;54;;;;;;
27/01/2008;2;9;17;7;61;;;;;;
27/01/2008;3;10;13;7;67;;;;;;
27/01/2008;4;9;11;7;71;;;;;;
27/01/2008;5;8;9;6;51;;;;;;
27/01/2008;6;8;8;6;43;;;;;;
27/01/2008;7;8;8;8;35;;;;;;
27/01/2008;8;9;9;6;29;;;;;;
27/01/2008;9;10;9;8;41;;;;;;
27/01/2008;10;11;8;4;32;;;;;;
27/01/2008;11;9;9;5;26;;;;;;
27/01/2008;12;8;10;4;30;;;;;;
27/01/2008;13;9;10;5;27;;;;;;
27/01/2008;14;8;9;5;28;;;;;;
27/01/2008;15;7;8;4;33;;;;;;
27/01/2008;16;7;7;5;29;;;;;;
27/01/2008;17;8;10;7;28;;;;;;
27/01/2008;18;8;10;6;36;;;;;;
27/01/2008;19;8;12;9;27;;;;;;
27/01/2008;20;9;13;13;31;;;;;;
27/01/2008;21;10;16;13;28;;;;;;
27/01/2008;22;9;15;8;26;;;;;;
27/01/2008;23;8;15;5;27;;;;;;
27/01/2008;24;7;15;4;24;;;;;;
28/01/2008;1;10;15;4;28;;;;;;
28/01/2008;2;10;13;4;39;;;;;;
28/01/2008;3;10;12;4;27;;;;;;
28/01/2008;4;9;11;5;27;;;;;;
28/01/2008;5;9;11;8;33;;;;;;
28/01/2008;6;9;10;7;33;;;;;;
28/01/2008;7;9;21;20;33;;;;;;
28/01/2008;8;10;44;48;46;;;;;;
28/01/2008;9;10;40;47;65;;;;;;
28/01/2008;10;10;14;25;73;;;;;;
28/01/2008;11;10;7;8;66;;;;;;
28/01/2008;12;10;8;8;37;;;;;;
28/01/2008;13;10;8;5;36;;;;;;
28/01/2008;14;10;11;4;27;;;;;;
28/01/2008;15;9;9;4;47;;;;;;
28/01/2008;16;9;8;7;34;;;;;;
28/01/2008;17;8;8;9;37;;;;;;
28/01/2008;18;10;10;19;40;;;;;;
28/01/2008;19;10;15;35;53;;;;;;
28/01/2008;20;11;21;44;31;;;;;;
28/01/2008;21;12;49;50;64;;;;;;
28/01/2008;22;10;23;30;69;;;;;;
28/01/2008;23;8;18;16;64;;;;;;
28/01/2008;24;10;15;14;63;;;;;;
29/01/2008;1;15;14;13;47;;;;;;
29/01/2008;2;19;17;6;24;;;;;;
29/01/2008;3;14;17;5;43;;;;;;
29/01/2008;4;10;14;5;47;;;;;;
29/01/2008;5;9;11;8;28;;;;;;
29/01/2008;6;8;11;8;24;;;;;;
29/01/2008;7;10;14;12;22;;;;;;
29/01/2008;8;11;19;30;28;;;;;;
29/01/2008;9;9;22;36;31;;;;;;
29/01/2008;10;11;12;12;24;;;;;;
29/01/2008;11;10;10;7;23;;;;;;
29/01/2008;12;9;9;5;14;;;;;;
29/01/2008;13;11;10;5;21;;;;;;
29/01/2008;14;9;9;3;32;;;;;;
29/01/2008;15;9;7;5;30;;;;;;
29/01/2008;16;9;7;5;20;;;;;;
29/01/2008;17;9;10;7;22;;;;;;
29/01/2008;18;9;15;19;15;;;;;;
29/01/2008;19;10;19;31;50;;;;;;
29/01/2008;20;10;10;27;56;;;;;;
29/01/2008;21;10;11;16;15;;;;;;
29/01/2008;22;11;16;9;25;;;;;;
29/01/2008;23;10;12;7;57;;;;;;
29/01/2008;24;9;10;4;26;;;;;;
30/01/2008;1;9;11;4;21;;;;;;
30/01/2008;2;8;8;3;74;;;;;;
30/01/2008;3;9;6;4;37;;;;;;
30/01/2008;4;9;5;5;27;;;;;;
30/01/2008;5;9;5;5;21;;;;;;
30/01/2008;6;9;6;4;23;;;;;;
30/01/2008;7;9;7;7;21;;;;;;
30/01/2008;8;9;11;21;22;;;;;;
30/01/2008;9;10;11;16;32;;;;;;
30/01/2008;10;11;8;9;35;;;;;;
30/01/2008;11;8;7;4;59;;;;;;
30/01/2008;12;7;8;4;15;;;;;;
30/01/2008;13;7;9;4;10;;;;;;
30/01/2008;14;6;9;6;6;;;;;;
30/01/2008;15;5;10;5;8;;;;;;
30/01/2008;16;4;11;5;9;;;;;;
30/01/2008;17;3;12;4;25;;;;;;
30/01/2008;18;5;13;7;31;;;;;;
30/01/2008;19;5;14;10;29;;;;;;
30/01/2008;20;5;16;8;21;;;;;;
30/01/2008;21;10;15;16;20;;;;;;
30/01/2008;22;5;11;11;53;;;;;;
30/01/2008;23;5;10;11;17;;;;;;
30/01/2008;24;5;11;7;14;;;;;;
31/01/2008;1;5;13;5;7;;;;;;
31/01/2008;2;4;13;7;7;;;;;;
31/01/2008;3;4;11;6;13;;;;;;
31/01/2008;4;5;11;8;14;;;;;;
31/01/2008;5;6;10;7;35;;;;;;
31/01/2008;6;4;9;8;34;;;;;;
31/01/2008;7;5;9;7;21;;;;;;
31/01/2008;8;5;12;11;26;;;;;;
31/01/2008;9;5;10;17;22;;;;;;
31/01/2008;10;5;8;14;26;;;;;;
31/01/2008;11;9;10;18;90;;;;;;
31/01/2008;12;6;8;13;62;;;;;;
31/01/2008;13;8;7;12;24;;;;;;
31/01/2008;14;19;11;21;28;;;;;;
31/01/2008;15;18;12;27;24;;;;;;
31/01/2008;16;11;14;36;45;;;;;;
31/01/2008;17;5;8;22;34;;;;;;
31/01/2008;18;4;7;22;30;;;;;;
31/01/2008;19;5;5;21;23;;;;;;
31/01/2008;20;4;4;9;20;;;;;;
31/01/2008;21;4;5;10;18;;;;;;
31/01/2008;22;4;5;7;27;;;;;;
31/01/2008;23;4;5;9;18;;;;;;
31/01/2008;24;3;5;6;24;;;;;;
01/02/2008;1;3;6;5;17;;;;;;
01/02/2008;2;4;6;6;15;;;;;;
01/02/2008;3;4;6;4;26;;;;;;
01/02/2008;4;3;7;4;12;;;;;;
01/02/2008;5;3;7;6;17;;;;;;
01/02/2008;6;3;7;5;14;;;;;;
01/02/2008;7;4;7;5;15;;;;;;
01/02/2008;8;3;7;8;15;;;;;;
01/02/2008;9;4;7;9;18;;;;;;
01/02/2008;10;4;7;10;28;;;;;;
01/02/2008;11;4;9;7;22;;;;;;
01/02/2008;12;6;10;15;62;;;;;;
01/02/2008;13;11;11;12;31;;;;;;
01/02/2008;14;11;8;8;43;;;;;;
01/02/2008;15;9;9;7;24;;;;;;
01/02/2008;16;9;9;12;24;;;;;;
01/02/2008;17;11;10;15;24;;;;;;
01/02/2008;18;10;10;20;42;;;;;;
01/02/2008;19;7;9;24;29;;;;;;
01/02/2008;20;6;6;13;24;;;;;;
01/02/2008;21;7;8;7;17;;;;;;
01/02/2008;22;5;8;5;18;;;;;;
01/02/2008;23;5;7;5;13;;;;;;
01/02/2008;24;5;8;5;47;;;;;;
02/02/2008;1;5;6;6;33;;;;;;
02/02/2008;2;4;6;5;12;;;;;;
02/02/2008;3;5;6;5;7;;;;;;
02/02/2008;4;4;8;5;10;;;;;;
02/02/2008;5;4;7;4;10;;;;;;
02/02/2008;6;4;7;4;8;;;;;;
02/02/2008;7;5;7;4;7;;;;;;
02/02/2008;8;4;8;5;7;;;;;;
02/02/2008;9;5;9;6;14;;;;;;
02/02/2008;10;5;9;6;27;;;;;;
02/02/2008;11;5;11;6;21;;;;;;
02/02/2008;12;6;11;6;17;;;;;;
02/02/2008;13;4;10;5;13;;;;;;
02/02/2008;14;7;13;6;8;;;;;;
02/02/2008;15;8;12;10;11;;;;;;
02/02/2008;16;5;11;5;10;;;;;;
02/02/2008;17;5;11;4;8;;;;;;
02/02/2008;18;5;12;4;10;;;;;;
02/02/2008;19;5;11;4;8;;;;;;
02/02/2008;20;6;13;5;7;;;;;;
02/02/2008;21;5;13;5;8;;;;;;
02/02/2008;22;5;11;7;16;;;;;;
02/02/2008;23;4;10;5;20;;;;;;
02/02/2008;24;5;8;7;8;;;;;;
03/02/2008;1;5;9;5;16;;;;;;
03/02/2008;2;5;11;8;9;;;;;;
03/02/2008;3;4;10;4;10;;;;;;
03/02/2008;4;4;11;11;10;;;;;;
03/02/2008;5;5;10;12;7;;;;;;
03/02/2008;6;4;10;14;41;;;;;;
03/02/2008;7;4;17;28;12;;;;;;
03/02/2008;8;4;10;20;11;;;;;;
03/02/2008;9;4;10;15;10;;;;;;
03/02/2008;10;6;11;9;17;;;;;;
03/02/2008;11;7;10;7;11;;;;;;
03/02/2008;12;7;9;9;11;;;;;;
03/02/2008;13;9;11;13;18;;;;;;
03/02/2008;14;8;10;13;8;;;;;;
03/02/2008;15;4;8;9;10;;;;;;
03/02/2008;16;4;8;9;10;;;;;;
03/02/2008;17;5;7;9;12;;;;;;
03/02/2008;18;5;7;7;15;;;;;;
03/02/2008;19;5;10;21;14;;;;;;
03/02/2008;20;6;8;16;13;;;;;;
03/02/2008;21;7;11;35;13;;;;;;
03/02/2008;22;6;9;15;8;;;;;;
03/02/2008;23;6;9;11;8;;;;;;
03/02/2008;24;5;7;9;8;;;;;;
04/02/2008;1;5;8;10;7;;;;;;
04/02/2008;2;5;9;6;7;;;;;;
04/02/2008;3;5;7;10;8;;;;;;
04/02/2008;4;6;8;8;7;;;;;;
04/02/2008;5;5;9;6;5;;;;;;
04/02/2008;6;5;9;6;5;;;;;;
04/02/2008;7;5;9;16;5;;;;;;
04/02/2008;8;5;22;34;14;;;;;;
04/02/2008;9;5;60;49;34;;;;;;
04/02/2008;10;6;16;23;17;;;;;;
04/02/2008;11;14;10;20;23;;;;;;
04/02/2008;12;17;11;22;19;;;;;;
04/02/2008;13;14;8;18;26;;;;;;
04/02/2008;14;10;8;11;40;;;;;;
04/02/2008;15;7;9;19;9;;;;;;
04/02/2008;16;7;6;8;8;;;;;;
04/02/2008;17;5;6;8;8;;;;;;
04/02/2008;18;4;7;18;10;;;;;;
04/02/2008;19;5;5;18;13;;;;;;
04/02/2008;20;5;5;13;12;;;;;;
04/02/2008;21;5;5;12;8;;;;;;
04/02/2008;22;5;6;10;8;;;;;;
04/02/2008;23;5;8;18;7;;;;;;
04/02/2008;24;5;6;13;6;;;;;;
05/02/2008;1;5;6;8;6;;;;;;
05/02/2008;2;6;6;6;6;;;;;;
05/02/2008;3;5;5;5;6;;;;;;
05/02/2008;4;5;5;8;9;;;;;;
05/02/2008;5;5;4;5;40;;;;;;
05/02/2008;6;6;4;5;6;;;;;;
05/02/2008;7;5;5;5;8;;;;;;
05/02/2008;8;6;5;7;10;;;;;;
05/02/2008;9;5;5;11;11;;;;;;
05/02/2008;10;5;5;7;9;;;;;;
05/02/2008;11;5;5;4;13;;;;;;
05/02/2008;12;4;4;6;10;;;;;;
05/02/2008;13;5;6;5;7;;;;;;
05/02/2008;14;5;6;5;10;;;;;;
05/02/2008;15;6;7;7;21;;;;;;
05/02/2008;16;5;6;5;12;;;;;;
05/02/2008;17;4;7;5;14;;;;;;
05/02/2008;18;4;7;16;14;;;;;;
05/02/2008;19;5;7;23;15;;;;;;
05/02/2008;20;5;6;6;23;;;;;;
05/02/2008;21;6;7;8;11;;;;;;
05/02/2008;22;6;7;7;14;;;;;;
05/02/2008;23;5;7;9;12;;;;;;
05/02/2008;24;9;11;8;9;;;;;;
06/02/2008;1;7;10;7;17;;;;;;
06/02/2008;2;5;7;6;23;;;;;;
06/02/2008;3;5;7;6;15;;;;;;
06/02/2008;4;5;9;4;11;;;;;;
06/02/2008;5;7;12;5;6;;;;;;
06/02/2008;6;8;14;5;7;;;;;;
06/02/2008;7;8;15;6;9;;;;;;
06/02/2008;8;7;16;11;10;;;;;;
06/02/2008;9;7;16;17;19;;;;;;
06/02/2008;10;11;16;16;24;;;;;;
06/02/2008;11;12;15;11;15;;;;;;
06/02/2008;12;7;16;8;12;;;;;;
06/02/2008;13;7;19;6;12;;;;;;
06/02/2008;14;6;16;10;16;;;;;;
06/02/2008;15;5;17;9;15;;;;;;
06/02/2008;16;5;18;6;21;;;;;;
06/02/2008;17;5;22;11;23;;;;;;
06/02/2008;18;5;23;13;35;;;;;;
06/02/2008;19;5;19;16;52;;;;;;
06/02/2008;20;6;29;37;42;;;;;;
06/02/2008;21;7;28;29;38;;;;;;
06/02/2008;22;6;24;21;38;;;;;;
06/02/2008;23;5;21;19;39;;;;;;
06/02/2008;24;6;21;14;32;;;;;;
07/02/2008;1;5;17;15;29;;;;;;
07/02/2008;2;5;17;11;33;;;;;;
07/02/2008;3;5;15;14;21;;;;;;
07/02/2008;4;5;17;18;20;;;;;;
07/02/2008;5;5;17;11;12;;;;;;
07/02/2008;6;6;19;15;12;;;;;;
07/02/2008;7;6;22;22;19;;;;;;
07/02/2008;8;6;23;26;18;;;;;;
07/02/2008;9;6;22;25;21;;;;;;
07/02/2008;10;7;22;14;20;;;;;;
07/02/2008;11;7;20;9;18;;;;;;
07/02/2008;12;7;19;9;21;;;;;;
07/02/2008;13;7;17;9;18;;;;;;
07/02/2008;14;7;17;8;20;;;;;;
07/02/2008;15;6;17;5;18;;;;;;
07/02/2008;16;6;18;8;21;;;;;;
07/02/2008;17;6;21;12;16;;;;;;
07/02/2008;18;6;24;16;24;;;;;;
07/02/2008;19;6;28;30;33;;;;;;
07/02/2008;20;6;30;32;30;;;;;;
07/02/2008;21;7;43;45;43;;;;;;
07/02/2008;22;6;27;35;40;;;;;;
07/02/2008;23;6;26;31;44;;;;;;
07/02/2008;24;5;24;27;47;;;;;;
08/02/2008;1;6;21;9;42;;;;;;
08/02/2008;2;4;15;7;45;;;;;;
08/02/2008;3;6;14;4;38;;;;;;
08/02/2008;4;7;12;6;35;;;;;;
08/02/2008;5;6;14;5;23;;;;;;
08/02/2008;6;5;16;10;36;;;;;;
08/02/2008;7;5;12;11;46;;;;;;
08/02/2008;8;6;38;41;43;;;;;;
08/02/2008;9;6;25;19;28;;;;;;
08/02/2008;10;8;24;23;20;;;;;;
08/02/2008;11;7;17;11;38;;;;;;
08/02/2008;12;6;13;5;40;;;;;;
08/02/2008;13;6;13;9;44;;;;;;
08/02/2008;14;6;13;9;54;;;;;;
08/02/2008;15;6;13;8;61;;;;;;
08/02/2008;16;5;12;7;59;;;;;;
08/02/2008;17;5;14;11;56;;;;;;
08/02/2008;18;5;10;14;54;;;;;;
08/02/2008;19;5;11;11;56;;;;;;
08/02/2008;20;7;9;22;106;;;;;;
08/02/2008;21;6;13;24;44;;;;;;
08/02/2008;22;6;19;14;21;;;;;;
08/02/2008;23;5;20;16;28;;;;;;
08/02/2008;24;5;21;11;44;;;;;;
09/02/2008;1;5;20;41;74;;;;;;
09/02/2008;2;8;16;29;40;;;;;;
09/02/2008;3;11;18;30;43;;;;;;
09/02/2008;4;7;16;9;55;;;;;;
09/02/2008;5;8;13;6;33;;;;;;
09/02/2008;6;7;12;13;34;;;;;;
09/02/2008;7;12;14;30;67;;;;;;
09/02/2008;8;7;11;22;54;;;;;;
09/02/2008;9;7;11;20;66;;;;;;
09/02/2008;10;7;10;17;28;;;;;;
09/02/2008;11;7;10;12;29;;;;;;
09/02/2008;12;6;10;20;36;;;;;;
09/02/2008;13;5;10;21;8;;;;;;
09/02/2008;14;6;10;18;39;;;;;;
09/02/2008;15;5;6;11;31;;;;;;
09/02/2008;16;4;6;13;16;;;;;;
09/02/2008;17;5;6;16;7;;;;;;
09/02/2008;18;6;7;15;16;;;;;;
09/02/2008;19;6;8;18;16;;;;;;
09/02/2008;20;6;7;21;17;;;;;;
09/02/2008;21;6;9;24;11;;;;;;
09/02/2008;22;5;7;20;9;;;;;;
09/02/2008;23;4;7;17;8;;;;;;
09/02/2008;24;5;6;13;11;;;;;;
10/02/2008;1;5;7;7;9;;;;;;
10/02/2008;2;4;5;9;10;;;;;;
10/02/2008;3;5;4;7;12;;;;;;
10/02/2008;4;5;3;5;13;;;;;;
10/02/2008;5;4;4;5;6;;;;;;
10/02/2008;6;5;5;4;5;;;;;;
10/02/2008;7;5;7;6;5;;;;;;
10/02/2008;8;4;8;6;5;;;;;;
10/02/2008;9;5;7;6;7;;;;;;
10/02/2008;10;5;7;7;8;;;;;;
10/02/2008;11;4;6;10;12;;;;;;
10/02/2008;12;6;8;10;10;;;;;;
10/02/2008;13;6;7;9;11;;;;;;
10/02/2008;14;6;8;8;10;;;;;;
10/02/2008;15;6;6;7;8;;;;;;
10/02/2008;16;5;5;6;9;;;;;;
10/02/2008;17;6;5;6;9;;;;;;
10/02/2008;18;5;5;6;10;;;;;;
10/02/2008;19;6;4;6;10;;;;;;
10/02/2008;20;7;5;14;8;;;;;;
10/02/2008;21;7;9;34;15;;;;;;
10/02/2008;22;6;7;26;13;;;;;;
10/02/2008;23;6;5;21;11;;;;;;
10/02/2008;24;5;5;14;11;;;;;;
11/02/2008;1;6;4;11;9;;;;;;
11/02/2008;2;6;4;7;7;;;;;;
11/02/2008;3;5;4;3;6;;;;;;
11/02/2008;4;5;5;6;5;;;;;;
11/02/2008;5;6;7;6;5;;;;;;
11/02/2008;6;6;7;9;5;;;;;;
11/02/2008;7;6;9;13;8;;;;;;
11/02/2008;8;5;13;34;13;;;;;;
11/02/2008;9;6;22;40;21;;;;;;
11/02/2008;10;6;9;24;20;;;;;;
11/02/2008;11;7;7;13;16;;;;;;
11/02/2008;12;8;7;15;22;;;;;;
11/02/2008;13;9;5;13;10;;;;;;
11/02/2008;14;7;5;9;9;;;;;;
11/02/2008;15;6;5;6;8;;;;;;
11/02/2008;16;5;3;5;8;;;;;;
11/02/2008;17;5;4;5;15;;;;;;
11/02/2008;18;5;4;7;9;;;;;;
11/02/2008;19;6;5;7;10;;;;;;
11/02/2008;20;6;4;7;11;;;;;;
11/02/2008;21;6;4;8;12;;;;;;
11/02/2008;22;6;7;29;11;;;;;;
11/02/2008;23;5;7;30;13;;;;;;
11/02/2008;24;5;6;21;11;;;;;;
12/02/2008;1;5;6;10;10;;;;;;
12/02/2008;2;6;4;10;11;;;;;;
12/02/2008;3;7;6;7;13;;;;;;
12/02/2008;4;6;5;5;14;;;;;;
12/02/2008;5;6;6;6;14;;;;;;
12/02/2008;6;6;6;11;20;;;;;;
12/02/2008;7;7;10;19;18;;;;;;
12/02/2008;8;6;32;44;21;;;;;;
12/02/2008;9;7;23;33;26;;;;;;
12/02/2008;10;5;11;22;28;;;;;;
12/02/2008;11;6;6;14;22;;;;;;
12/02/2008;12;8;11;24;32;;;;;;
12/02/2008;13;7;6;14;31;;;;;;
12/02/2008;14;6;4;10;21;;;;;;
12/02/2008;15;6;5;9;19;;;;;;
12/02/2008;16;5;4;6;18;;;;;;
12/02/2008;17;5;4;8;16;;;;;;
12/02/2008;18;5;4;12;15;;;;;;
12/02/2008;19;6;5;8;12;;;;;;
12/02/2008;20;7;6;22;14;;;;;;
12/02/2008;21;7;9;34;18;;;;;;
12/02/2008;22;7;5;27;16;;;;;;
12/02/2008;23;5;6;26;16;;;;;;
12/02/2008;24;5;5;31;18;;;;;;
13/02/2008;1;5;6;25;14;;;;;;
13/02/2008;2;5;6;19;15;;;;;;
13/02/2008;3;5;6;18;14;;;;;;
13/02/2008;4;5;6;13;10;;;;;;
13/02/2008;5;5;7;7;9;;;;;;
13/02/2008;6;5;10;12;8;;;;;;
13/02/2008;7;5;9;18;9;;;;;;
13/02/2008;8;6;18;36;18;;;;;;
13/02/2008;9;6;21;43;29;;;;;;
13/02/2008;10;6;11;24;17;;;;;;
13/02/2008;11;12;14;19;16;;;;;;
13/02/2008;12;11;14;12;10;;;;;;
13/02/2008;13;8;14;14;8;;;;;;
13/02/2008;14;7;15;14;8;;;;;;
13/02/2008;15;7;12;11;5;;;;;;
13/02/2008;16;6;13;13;8;;;;;;
13/02/2008;17;6;14;11;14;;;;;;
13/02/2008;18;6;13;14;11;;;;;;
13/02/2008;19;6;15;21;14;;;;;;
13/02/2008;20;7;13;17;10;;;;;;
13/02/2008;21;8;12;15;17;;;;;;
13/02/2008;22;7;10;21;14;;;;;;
13/02/2008;23;7;9;10;9;;;;;;
13/02/2008;24;5;8;8;10;;;;;;
14/02/2008;1;6;8;6;6;;;;;;
14/02/2008;2;7;10;25;9;;;;;;
14/02/2008;3;7;26;48;12;;;;;;
14/02/2008;4;7;8;24;10;;;;;;
14/02/2008;5;6;7;7;10;;;;;;
14/02/2008;6;6;7;7;10;;;;;;
14/02/2008;7;7;8;10;12;;;;;;
14/02/2008;8;6;18;22;12;;;;;;
14/02/2008;9;6;15;32;17;;;;;;
14/02/2008;10;7;6;7;23;;;;;;
14/02/2008;11;8;6;6;14;;;;;;
14/02/2008;12;9;6;10;16;;;;;;
14/02/2008;13;8;7;7;10;;;;;;
14/02/2008;14;8;7;5;11;;;;;;
14/02/2008;15;7;7;6;11;;;;;;
14/02/2008;16;7;7;8;10;;;;;;
14/02/2008;17;6;7;5;16;;;;;;
14/02/2008;18;6;7;9;30;;;;;;
14/02/2008;19;6;8;11;21;;;;;;
14/02/2008;20;8;13;19;9;;;;;;
14/02/2008;21;7;13;21;11;;;;;;
14/02/2008;22;7;11;21;11;;;;;;
14/02/2008;23;6;10;16;11;;;;;;
14/02/2008;24;5;7;10;8;;;;;;
15/02/2008;1;6;8;8;9;;;;;;
15/02/2008;2;5;6;7;9;;;;;;
15/02/2008;3;6;7;10;8;;;;;;
15/02/2008;4;6;8;5;8;;;;;;
15/02/2008;5;5;6;5;11;;;;;;
15/02/2008;6;5;9;6;9;;;;;;
15/02/2008;7;6;13;16;11;;;;;;
15/02/2008;8;6;21;27;14;;;;;;
15/02/2008;9;6;22;27;22;;;;;;
15/02/2008;10;7;12;17;23;;;;;;
15/02/2008;11;8;12;15;22;;;;;;
15/02/2008;12;8;12;13;17;;;;;;
15/02/2008;13;7;11;17;15;;;;;;
15/02/2008;14;8;12;13;13;;;;;;
15/02/2008;15;7;12;13;15;;;;;;
15/02/2008;16;7;8;13;15;;;;;;
15/02/2008;17;7;9;11;9;;;;;;
15/02/2008;18;7;11;12;13;;;;;;
15/02/2008;19;7;11;19;24;;;;;;
15/02/2008;20;8;13;27;12;;;;;;
15/02/2008;21;6;12;29;11;;;;;;
15/02/2008;22;7;15;29;9;;;;;;
15/02/2008;23;7;16;10;5;;;;;;
15/02/2008;24;6;17;13;5;;;;;;
16/02/2008;1;5;13;17;26;;;;;;
16/02/2008;2;6;10;16;23;;;;;;
16/02/2008;3;6;9;8;8;;;;;;
16/02/2008;4;6;8;10;7;;;;;;
16/02/2008;5;6;9;3;6;;;;;;
16/02/2008;6;6;10;5;8;;;;;;
16/02/2008;7;6;14;11;9;;;;;;
16/02/2008;8;6;16;13;5;;;;;;
16/02/2008;9;7;17;8;8;;;;;;
16/02/2008;10;5;17;8;8;;;;;;
16/02/2008;11;7;17;5;17;;;;;;
16/02/2008;12;7;17;6;9;;;;;;
16/02/2008;13;8;21;5;10;;;;;;
16/02/2008;14;8;19;5;32;;;;;;
16/02/2008;15;6;13;4;33;;;;;;
16/02/2008;16;5;8;6;26;;;;;;
16/02/2008;17;5;12;6;27;;;;;;
16/02/2008;18;6;13;6;22;;;;;;
16/02/2008;19;6;13;6;15;;;;;;
16/02/2008;20;7;10;5;13;;;;;;
16/02/2008;21;8;9;5;9;;;;;;
16/02/2008;22;7;8;5;12;;;;;;
16/02/2008;23;6;8;4;12;;;;;;
16/02/2008;24;6;6;5;12;;;;;;
17/02/2008;1;7;6;5;6;;;;;;
17/02/2008;2;6;7;6;11;;;;;;
17/02/2008;3;7;5;6;15;;;;;;
17/02/2008;4;5;5;6;28;;;;;;
17/02/2008;5;7;4;5;11;;;;;;
17/02/2008;6;7;3;5;39;;;;;;
17/02/2008;7;6;4;7;20;;;;;;
17/02/2008;8;7;3;9;29;;;;;;
17/02/2008;9;8;3;7;32;;;;;;
17/02/2008;10;8;4;5;34;;;;;;
17/02/2008;11;5;3;6;22;;;;;;
17/02/2008;12;7;4;7;16;;;;;;
17/02/2008;13;6;4;7;25;;;;;;
17/02/2008;14;6;4;9;14;;;;;;
17/02/2008;15;6;4;7;16;;;;;;
17/02/2008;16;6;3;7;12;;;;;;
17/02/2008;17;7;5;6;12;;;;;;
17/02/2008;18;7;6;9;15;;;;;;
17/02/2008;19;8;4;17;22;;;;;;
17/02/2008;20;9;4;17;20;;;;;;
17/02/2008;21;9;3;10;20;;;;;;
17/02/2008;22;7;3;8;17;;;;;;
17/02/2008;23;7;3;9;15;;;;;;
17/02/2008;24;7;3;7;13;;;;;;
18/02/2008;1;6;3;9;12;;;;;;
18/02/2008;2;6;4;11;10;;;;;;
18/02/2008;3;6;5;6;6;;;;;;
18/02/2008;4;6;5;8;9;;;;;;
18/02/2008;5;6;6;8;7;;;;;;
18/02/2008;6;5;7;18;11;;;;;;
18/02/2008;7;7;6;23;22;;;;;;
18/02/2008;8;7;6;31;23;;;;;;
18/02/2008;9;7;7;21;37;;;;;;
18/02/2008;10;9;8;15;19;;;;;;
18/02/2008;11;11;7;16;18;;;;;;
18/02/2008;12;17;8;12;21;;;;;;
18/02/2008;13;14;4;5;15;;;;;;
18/02/2008;14;10;4;7;16;;;;;;
18/02/2008;15;9;3;7;14;;;;;;
18/02/2008;16;9;4;8;15;;;;;;
18/02/2008;17;8;3;10;16;;;;;;
18/02/2008;18;8;5;11;12;;;;;;
18/02/2008;19;9;6;39;20;;;;;;
18/02/2008;20;11;5;30;15;;;;;;
18/02/2008;21;10;10;27;21;;;;;;
18/02/2008;22;9;10;37;22;;;;;;
18/02/2008;23;8;7;30;17;;;;;;
18/02/2008;24;7;5;18;12;;;;;;
19/02/2008;1;8;5;14;12;;;;;;
19/02/2008;2;7;7;6;7;;;;;;
19/02/2008;3;8;8;3;6;;;;;;
19/02/2008;4;8;8;4;7;;;;;;
19/02/2008;5;8;9;3;7;;;;;;
19/02/2008;6;9;8;5;6;;;;;;
19/02/2008;7;8;9;6;6;;;;;;
19/02/2008;8;7;9;13;13;;;;;;
19/02/2008;9;7;11;9;16;;;;;;
19/02/2008;10;10;9;8;19;;;;;;
19/02/2008;11;11;10;14;46;;;;;;
19/02/2008;12;12;7;12;19;;;;;;
19/02/2008;13;11;7;6;12;;;;;;
19/02/2008;14;18;11;15;17;;;;;;
19/02/2008;15;13;7;9;13;;;;;;
19/02/2008;16;13;10;16;7;;;;;;
19/02/2008;17;14;11;35;29;;;;;;
19/02/2008;18;10;9;26;15;;;;;;
19/02/2008;19;10;5;7;7;;;;;;
19/02/2008;20;10;7;3;11;;;;;;
19/02/2008;21;10;6;7;10;;;;;;
19/02/2008;22;9;5;7;6;;;;;;
19/02/2008;23;9;5;6;7;;;;;;
19/02/2008;24;7;6;7;8;;;;;;
20/02/2008;1;7;5;6;8;;;;;;
